Fighter,Opponent,Result,Event,Event_date,Method,Referee,Round,Time
Isaac Villanueva,Rashad Coulter,win,Fury FC 40 - Fury Fighting Championship 40,Dec / 13 / 2019,TKO (Punches),Joe Soliz,1,3:17
Isaac Villanueva,Roger Narvaez,win,Fury FC 36 - Fury Fighting Championship 36,Aug / 30 / 2019,TKO (Punches),Frank Collazo,1,0:28
Isaac Villanueva,Juan Torres,win,Fury FC 33 - Fury Fighting Championship 33,Jun / 29 / 2019,TKO (Punches),Jeff Rexroad,1,2:59
Isaac Villanueva,Patrick Miller,win,Fury FC 16 - Fury Fighting Championship 16,Apr / 28 / 2017,TKO (Punches),Jeff Rexroad,1,2:05
Isaac Villanueva,Antonio Jones,loss,Fury FC 15 - Fury Fighting Championship 15,Feb / 17 / 2017,Decision (Split),Jeff Rexroad,3,3:00
Isaac Villanueva,Matt Jones,win,TKO Fight Alliance - Knockout Nights,Jan / 13 / 2017,Decision (Unanimous),Danny Dealejandro,3,5:00
Isaac Villanueva,Trevin Giles,loss,LFC 59 - Legacy Fighting Championship 59,Sep / 16 / 2016,Submission (Arm-Triangle Choke),JJ Ferraro,3,1:45
Isaac Villanueva,Brandon Farran,win,LFC 55 - Legacy Fighting Championship 55,May / 13 / 2016,Decision (Unanimous),Chris Reed,3,5:00
Isaac Villanueva,Richard Knepp,win,Bellator 149 - Shamrock vs. Gracie,Feb / 19 / 2016,TKO (Punches),Kerry Hatley,1,0:42
Isaac Villanueva,Husam Mohamed,win,FF - Fury Fighting 9,Jan / 15 / 2016,KO (Punch),Kevin Hancock,1,1:08
Isaac Villanueva,Kyle Keeney,win,FF - Fury Fighting 8,Oct / 09 / 2015,TKO (Punches),Joshua Ferrero,1,0:24
Isaac Villanueva,Robert Drysdale,loss,LFC 12 - Legacy Fighting Championship 12,Jul / 13 / 2012,Submission (Armbar),Jon Schorle,1,1:29
Isaac Villanueva,Justin Ledet,loss,IMKF - Immortal Kombat Fighting,Jan / 28 / 2012,Submission (Armbar),Patrick Patlan,3,0:40
Isaac Villanueva,Larry Crowe,loss,LFC - Legacy Fighting Championship 8,Sep / 16 / 2011,KO (Head Kick),Jacob Montalvo,2,1:57
Isaac Villanueva,Alexander Pappas,win,IXFA - International Xtreme Fight Association,Feb / 26 / 2011,TKO (Punches),David Lassiter,1,1:32
Isaac Villanueva,Brian Lightfoot,win,IXFA - International Xtreme Fight Association,Dec / 04 / 2010,TKO (Punches),Kerry Hatley,1,1:36
Isaac Villanueva,Dwight Gipson,win,TCF - Puro Combate 2,Oct / 14 / 2010,KO (Punches),N/A,1,0:58
Isaac Villanueva,Artenas Young,loss,LP - Legacy Promotions,Jul / 31 / 2010,TKO (Punches),Kevin Hancock,3,1:43
Isaac Villanueva,Chase Watson,win,SF 12 - Shark Fights 12,Jun / 26 / 2010,Decision (Unanimous),Steve Armstrong,3,5:00
Isaac Villanueva,Josh Luna,win,SF 10 - Shark Fights 10,Apr / 24 / 2010,TKO (Punches),N/A,1,0:28
Isaac Villanueva,Cody Donovan,loss,Ascend Combat - The Beginning ,Apr / 03 / 2010,Submission (Rear-Naked Choke),N/A,2,4:52
Isaac Villanueva,Marcus Sursa,loss,SF 6 - Shark Fights 6,Sep / 12 / 2009,Submission (Guillotine Choke),N/A,1,2:06
Isaac Villanueva,Dale Mitchell,win,URC 5 - Urban Rumble Championships,Jul / 18 / 2009,TKO (Punches),Joe Soliz,1,1:23
Isaac Villanueva,Jason Basset,win,SWC 6 - A Night of Shock and Awe,May / 23 / 2009,KO (Punch),N/A,1,0:20
Isaac Villanueva,Daniel Andrews,win,SWC 5 - Clash of the Titans,Apr / 11 / 2009,TKO (Punches),Don Turnage,1,2:41
Isaac Villanueva,JR Christy,loss,Katana Cagefighting - Conquest,Dec / 06 / 2008,TKO (Punches),N/A,1,2:19
Isabela de Padua,Ariane Lipski,loss,UFC Fight Night 164 - Blachowicz vs. Jacare,Nov / 16 / 2019,Decision (Unanimous),Fernando Portella,3,5:00
Isabela de Padua,Rayanne dos Santos,win,SFT - Standout Fighting Tournament 17,Oct / 26 / 2019,TKO (Retirement),Charyana Gamballe Correia,2,0:00
Isabela de Padua,Ana Segura,win,SFT - Standout Fighting Tournament 13: Brasil vs Mexico,Jul / 06 / 2019,Decision (Unanimous),Jupiter Santiago,3,5:00
Isabela de Padua,Gloria de Paula,win,SFT - Standout Fighting Tournament 10,Mar / 30 / 2019,Decision (Unanimous),Alex Ladislau,3,5:00
Isabela de Padua,Ana Carolina da Silva Nascimento,win,SFT - Standout Fighting Tournament 8,Dec / 15 / 2018,Submission (guillotine choke),Anderson Feliciano,2,2:35
Isabela de Padua,Diulye Duarte,win,MMA Brazil Tour 1 - Cena vs. Zimmerman,Nov / 03 / 2018,TKO (Retirement),Mario Yamasaki,2,5:00
Isabela de Padua,Luana Carolina,loss,Casa Branca Fight 2 - Casa Branca Fight MMA 2015,May / 30 / 2015,Submission (Guillotine Choke),N/A,2,N/A
Islam Makhachev,Thiago Moises,win,UFC on ESPN 26 - Makhachev vs. Moises,Jul / 17 / 2021,Submission (Rear-Naked Choke),Herb Dean,4,2:38
Islam Makhachev,Drew Dober,win,UFC 259 - Blachowicz vs. Adesanya,Mar / 06 / 2021,Submission (Arm-Triangle Choke),Chris Tognoni,3,1:37
Islam Makhachev,Davi Ramos,win,UFC 242 - Khabib vs. Poirier,Sep / 07 / 2019,Decision (Unanimous),Peter Hickmott,3,5:00
Islam Makhachev,Arman Tsarukyan,win,UFC Fight Night 149 - Overeem vs. Oleynik,Apr / 20 / 2019,Decision (Unanimous),Herb Dean,3,5:00
Islam Makhachev,Kajan Johnson,win,UFC on Fox 30 - Alvarez vs. Poirier 2,Jul / 28 / 2018,Submission (Armbar),Andy Social,1,4:43
Islam Makhachev,Gleison Tibau,win,UFC 220 - Miocic vs. Ngannou,Jan / 20 / 2018,KO (Punch),Dan Miragliotta,1,0:57
Islam Makhachev,Nik Lentz,win,UFC 208 - Holm vs. De Randamie,Feb / 11 / 2017,Decision (Unanimous),Kevin MacDonald,3,5:00
Islam Makhachev,Chris Wade,win,UFC Fight Night 94 - Poirier vs. Johnson,Sep / 17 / 2016,Decision (Unanimous),Dan Miragliotta,3,5:00
Islam Makhachev,Adriano Martins,loss,UFC 192 - Cormier vs. Gustafsson,Oct / 03 / 2015,TKO (Punch),Frank Collazo,1,1:46
Islam Makhachev,Leo Kuntz,win,UFC 187 - Johnson vs. Cormier,May / 23 / 2015,Submission (Rear-Naked Choke),Jason Herzog,2,2:38
Islam Makhachev,Ivica Truscek,win,M-1 Challenge 51 - Fightspirit,Sep / 07 / 2014,Submission (Triangle Choke),Marco Broersen,3,4:45
Islam Makhachev,Yuri Ivlev,win,M-1 Challenge 49 - Battle in the Mountains,Jun / 07 / 2014,Submission (Armbar),Vyacheslav Kiselev,1,3:10
Islam Makhachev,Rander Junio,win,M-1 Global - M-1 Challenge 41,Aug / 21 / 2013,Decision (Unanimous),Mika Sinkkonen,3,5:00
Islam Makhachev,Mansour Barnaoui,win,M-1 Challenge 38 - Spring Battle,Apr / 09 / 2013,Decision (Unanimous),N/A,3,5:00
Islam Makhachev,Anatoly Kormilkin,win,Lion's Fights 2 - Battle of Two Capitals,Sep / 02 / 2012,Submission (Inverted Triangle Choke),N/A,1,3:17
Islam Makhachev,Migel Grigoryan,win,SFC - Siberian Fighting Championship 1,Dec / 15 / 2011,Submission (Triangle Choke),N/A,1,4:25
Islam Makhachev,Vladimir Egoyan,win,ProFC - Union Nation Cup Final,Jul / 02 / 2011,Decision (Split),N/A,2,5:00
Islam Makhachev,Magomed Ibragimov,win,TFC 5 - Tsumada Fighting Championship,Jul / 01 / 2011,Submission (Triangle Choke),N/A,2,3:15
Islam Makhachev,Martiros Grigoryan,win,ProFC - Union Nation Cup 15,May / 06 / 2011,TKO (Punches),N/A,1,2:52
Islam Makhachev,Tengiz Khuchua,win,M-1 Selection Ukraine 2010 - The Finals,Feb / 12 / 2011,KO (Punch),N/A,1,0:30
Islam Makhachev,Magomed Bekbolatov,win,TFC 4 - Tsumada Fighting Championship,Aug / 01 / 2010,Decision (Unanimous),N/A,2,5:00
Ismail Naurdiev,Jarrah Hussein Al-Silawi,loss,Brave CF 50 - Brave Combat Federation 50,Apr / 01 / 2021,TKO (Leg Kicks),Declan Larkin,2,1:19
Ismail Naurdiev,Tymoteusz Lopaczyk,win,EMC 5 - Elite MMA Championship 5,Sep / 05 / 2020,Decision (Unanimous),N/A,3,5:00
Ismail Naurdiev,Sean Brady,loss,UFC Fight Night 169 - Benavidez vs. Figueiredo,Feb / 29 / 2020,Decision (Unanimous),Scott Howard,3,5:00
Ismail Naurdiev,Siyar Bahadurzada,win,UFC Fight Night 160 - Hermansson vs. Cannonier,Sep / 28 / 2019,Decision (Unanimous),Marc Goddard,3,5:00
Ismail Naurdiev,Chance Rencountre,loss,UFC 239 - Jones vs. Santos,Jul / 06 / 2019,Decision (Unanimous),Mark Smith,3,5:00
Ismail Naurdiev,Michel Prazeres,win,UFC Fight Night 145 - Blachowicz vs. Santos,Feb / 23 / 2019,Decision (Unanimous),Marc Goddard,3,5:00
Ismail Naurdiev,Paulistenio Rocha,win,XFN 16 - X Fight Nights 16,Feb / 02 / 2019,TKO (Punches),Jan Hudak,1,0:36
Ismail Naurdiev,Georgi Valentinov,win,ACB 74 - Agujev vs. Townsend,Nov / 18 / 2017,KO (Spinning Wheel Kick and Punches),Herb Dean,1,3:10
Ismail Naurdiev,Ismael de Jesus,loss,ACB 70 - Barnatt vs. Askham,Sep / 23 / 2017,Decision (Unanimous),Cezary Wojciechowski,3,5:00
Ismail Naurdiev,Ben Alloway,win,ACB 60 - Agujev vs. DeVent,May / 13 / 2017,KO (Kick to the Body),Marco Broersen,1,2:24
Ismail Naurdiev,Andrei Vasinca,win,ACB 52 - Another Level of MMA Fighting,Jan / 21 / 2017,TKO (Knee and Punches),Lukasz Bosacki,1,1:28
Ismail Naurdiev,Laszlo Szogyenyi,win,WFC 21 - Olimp: Road to KSW,Dec / 17 / 2016,TKO (Punches),N/A,2,1:49
Ismail Naurdiev,Garik Shahbabyan,win,Aggrelin 14 - Cage Fight Salzburg,Oct / 16 / 2016,Submission (Arm-Triangle Choke),Nebil Sebai,2,2:41
Ismail Naurdiev,Daniel Skibinski,win,WFC 20 - Exclusive Fight Night,Aug / 27 / 2016,KO (Knee),Daniel Movahedi,1,0:40
Ismail Naurdiev,David Mate,win,KHFN - KraftHerr Fight Night,Feb / 27 / 2016,TKO (Punches),Brane Rado,1,1:15
Ismail Naurdiev,Leonardo D'auria,win,AFC - Austrian Fight Challenge 2,Dec / 12 / 2015,TKO (Punches),N/A,1,N/A
Ismail Naurdiev,Asmir Sadikovic,win,NAAFS - Europe,Dec / 06 / 2015,Submission (Triangle Choke),Zlatko Klaric,2,1:03
Ismail Naurdiev,Mikko Ahmala,win,Cage - Cage 30,May / 16 / 2015,TKO (Punches and Elbows),Mika Sinkkonen,1,2:27
Ismail Naurdiev,Adnan Hadzic,win,FNL - Fight Night Leonding,Apr / 11 / 2015,Submission,Christian Gajdos,1,1:28
Ismail Naurdiev,Ibo Can,win,CFN - Charity Fight Night 2,Sep / 20 / 2014,TKO (Punches),N/A,1,2:00
Ismail Naurdiev,Cem Kaya,loss,GMC 5 - German MMA Championship 5,Sep / 13 / 2014,Submission (Triangle Choke),N/A,1,0:40
Ismail Naurdiev,Uros Pavlovic,win,Cage Fight Events Europe - Salzburger MMA Challenge,Apr / 26 / 2014,TKO,N/A,1,N/A
Ismail Naurdiev,Robert Oganesyan,win,TKB - Fight Night Linz,Apr / 05 / 2014,Submission (Rear-Naked Choke),Christian Gaidosch,1,4:26
Ismail Naurdiev,Abdul Shaliqhi,win,RA 1 - Respect Austria 1,Feb / 02 / 2013,Submission (Rear-Naked Choke),Marco Broersen,1,3:00
Ismail Naurdiev,Alic Eldridz,win,KOTR Austria - King of the Ring,Nov / 17 / 2012,Decision,N/A,3,5:00
Israel Adesanya,Marvin Vettori,win,UFC 263 - Adesanya vs. Vettori 2,Jun / 12 / 2021,Decision (Unanimous),Marc Goddard,5,5:00
Israel Adesanya,Jan Blachowicz,loss,UFC 259 - Blachowicz vs. Adesanya,Mar / 06 / 2021,Decision (Unanimous),Herb Dean,5,5:00
Israel Adesanya,Paulo Costa,win,UFC 253 - Adesanya vs. Costa,Sep / 26 / 2020,TKO (Punches and Elbows),Jason Herzog,2,3:59
Israel Adesanya,Yoel Romero,win,UFC 248 - Adesanya vs. Romero,Mar / 07 / 2020,Decision (Unanimous),Dan Miragliotta,5,5:00
Israel Adesanya,Robert Whittaker,win,UFC 243 - Whittaker vs. Adesanya,Oct / 05 / 2019,KO (Punches),Marc Goddard,2,3:33
Israel Adesanya,Kelvin Gastelum,win,UFC 236 - Holloway vs. Poirier,Apr / 13 / 2019,Decision (Unanimous),Marc Goddard,5,5:00
Israel Adesanya,Anderson Silva,win,UFC 234 - Adesanya vs. Silva,Feb / 09 / 2019,Decision (Unanimous),Herb Dean,3,5:00
Israel Adesanya,Derek Brunson,win,UFC 230 - Cormier vs. Lewis,Nov / 03 / 2018,TKO (Knees and Punches),Herb Dean,1,4:51
Israel Adesanya,Brad Tavares,win,UFC - The Ultimate Fighter 27 Finale,Jul / 06 / 2018,Decision (Unanimous),Herb Dean,5,5:00
Israel Adesanya,Marvin Vettori,win,UFC on Fox 29 - Poirier vs. Gaethje,Apr / 14 / 2018,Decision (Split),Herb Dean,3,5:00
Israel Adesanya,Rob Wilkinson,win,UFC 221 - Romero vs. Rockhold,Feb / 10 / 2018,TKO (Knees and Punches),Steve Perceval,2,3:37
Israel Adesanya,Stuart Dare,win,HFS - Hex Fight Series 12,Nov / 24 / 2017,KO (Head Kick),Greg Kleynjans,1,4:53
Israel Adesanya,Melvin Guillard,win,AFC 20 - Australian Fighting Championship 20,Jul / 28 / 2017,TKO (Punches),Greg Kleynjans,1,4:49
Israel Adesanya,Murad Kuramagomedov,win,WLF - E.P.I.C.: Elevation Power in Cage 4,May / 28 / 2016,TKO (Punches),N/A,2,1:05
Israel Adesanya,Andrew Flores Smith,win,Wu Lin Feng  - Glory of Heroes 2,May / 07 / 2016,TKO (Corner Stoppage),N/A,1,5:00
Israel Adesanya,Dibir Zagirov,win,WLF - E.P.I.C.: Elevation Power in Cage 2,Mar / 13 / 2016,TKO (Punches),N/A,2,2:23
Israel Adesanya,Vladimir Katykhin,win,WLF - E.P.I.C.: Elevation Power in Cage 1,Jan / 13 / 2016,TKO (Doctor Stoppage),N/A,2,N/A
Israel Adesanya,Gele Qing,win,WLF - Wu Lin Feng 2015: New Zealand vs. China,Sep / 19 / 2015,TKO (Elbows),Terry Hill,2,3:37
Israel Adesanya,Maui Tuigamala,win,FPF - Fair Pay Fighting 1,Sep / 05 / 2015,KO (Kick to the Body),Neil Swailes,2,1:25
Israel Adesanya,Kenan Song,win,WFC - The Legend Of Emei 3,Aug / 08 / 2015,TKO (Head Kick),N/A,1,1:59
Israel Adesanya,John Vake,win,Shuriken MMA - Best of the Best,Jun / 15 / 2013,TKO (Punches),Terry Hill,1,4:43
Israel Adesanya,James Griffiths,win,SFC 9 - Supremacy Fighting Championship 9,Mar / 24 / 2012,TKO (Punches),Terry Hill,1,2:09
Istela Nunes,Gina Iniong,win,One Championship - Battle for the Heavens,Jul / 07 / 2018,Decision (Unanimous),Yuji Shimada,3,5:00
Istela Nunes,Angela Lee,loss,One Championship - Dynasty of Heroes,May / 26 / 2017,Submission (Anaconda Choke),Olivier Coste,2,2:18
Istela Nunes,Mei Yamaguchi,win,One Championship 45 - Heroes of the World,Aug / 13 / 2016,Decision (Split),Olivier Coste,3,5:00
Istela Nunes,Karoline Martins Moreira,win,FLC 2 - CUFA Fight Festival 2,Apr / 21 / 2016,KO (Head Kicks),N/A,3,3:00
Istela Nunes,Thais Camila de Oliveira,win,NCE 4 - New Corpore Extreme 4,Jan / 30 / 2016,Decision (Unanimous),Amaury Bitetti,3,5:00
Istela Nunes,Caroline Silva,NC,Imortal FC 2 - Kamikaze,Dec / 13 / 2015,NC (Silva KO'd By Illegal Soccer Kicks),N/A,1,N/A
Istela Nunes,Maria Vega,win,3FC - 3 Frontier Challenge,Nov / 21 / 2015,Decision (Unanimous),Gerson Bouschiet,3,5:00
Istela Nunes,Cynthia Candido,win,PRVT - Cascavel Top Fight 2,Oct / 18 / 2015,KO (Knees),Gerson Bourschiet,1,3:42
Iuri Alcantara,Cory Sandhagen,loss,UFC Fight Night 135 - Gaethje vs. Vick,Aug / 25 / 2018,TKO (Punches),Brandon Pfannenstiel,2,1:01
Iuri Alcantara,Joe Soto,win,UFC Fight Night 125 - Machida vs. Anders,Feb / 03 / 2018,TKO (Kick to the Body and Punches),Osiris Maia,1,1:06
Iuri Alcantara,Alejandro Perez,loss,UFC Fight Night 123 - Swanson vs. Ortega,Dec / 09 / 2017,Decision (Unanimous),Josh Rosenthal,3,5:00
Iuri Alcantara,Brian Kelleher,loss,UFC 212 - Aldo vs. Holloway,Jun / 03 / 2017,Submission (Guillotine Choke),Eduardo Herdy,1,1:48
Iuri Alcantara,Luke Sanders,win,UFC 209 - Woodley vs. Thompson 2,Mar / 04 / 2017,Submission (Kneebar),Marc Goddard,2,3:13
Iuri Alcantara,Brad Pickett,win,UFC 204 - Bisping vs. Henderson 2,Oct / 08 / 2016,Submission (Triangle Choke),Marc Goddard,1,1:59
Iuri Alcantara,Jimmie Rivera,loss,UFC on Fox 18 - Johnson vs. Bader,Jan / 30 / 2016,Decision (Unanimous),Liam Kerrigan,3,5:00
Iuri Alcantara,Leandro Issa,win,UFC 190 - Rousey vs. Correia,Aug / 01 / 2015,Decision (Unanimous),Osiris Maia,3,5:00
Iuri Alcantara,Frankie Saenz,loss,UFC Fight Night 61 - Bigfoot vs. Mir,Feb / 22 / 2015,Decision (Unanimous),Mario Yamasaki,3,5:00
Iuri Alcantara,Russell Doane,win,UFC Fight Night 51 - Bigfoot vs. Arlovski 2,Sep / 13 / 2014,Decision (Unanimous),Jerin Valel,3,5:00
Iuri Alcantara,Vaughan Lee,win,UFC Fight Night 41 - Munoz vs. Mousasi,May / 31 / 2014,KO (Punches),Grant Waterman,1,0:25
Iuri Alcantara,Wilson Reis,win,UFC Fight Night 36 - Machida vs. Mousasi,Feb / 15 / 2014,Decision (Split),Osiris Maia,3,5:00
Iuri Alcantara,Urijah Faber,loss,UFC Fight Night 26 - Shogun vs. Sonnen,Aug / 17 / 2013,Decision (Unanimous),Yves Lavigne,3,5:00
Iuri Alcantara,Iliarde Santos,win,UFC on FX 8 - Belfort vs. Rockhold,May / 18 / 2013,KO (Punches),Kevin Mulhall,1,2:31
Iuri Alcantara,Pedro Nobre,NC,UFC on FX 7 - Belfort vs. Bisping,Jan / 19 / 2013,NC (Accidental Foul),Dan Miragliotta,1,2:11
Iuri Alcantara,Hacran Dias,loss,UFC 147 - Silva vs. Franklin 2,Jun / 23 / 2012,Decision (Unanimous),Marc Goddard,3,5:00
Iuri Alcantara,Michihiro Omigawa,win,UFC 142 - Aldo vs. Mendes,Jan / 14 / 2012,Decision (Unanimous),Leon Roberts,3,5:00
Iuri Alcantara,Felipe Arantes,win,UFC 134 - Silva vs. Okami,Aug / 27 / 2011,Decision (Unanimous),Mario Yamasaki,3,5:00
Iuri Alcantara,Ricardo Lamas,win,WEC 53 - Henderson vs. Pettis,Dec / 16 / 2010,KO (Punches),Ron Nation,1,3:26
Iuri Alcantara,Manuelo Morales,win,JF - Jungle Fight 22,Sep / 18 / 2010,TKO (Front Kick to the Body),Carlos Barreto,1,0:16
Iuri Alcantara,Francisco Trinaldo,win,JF - Jungle Fight 22,Sep / 18 / 2010,Submission (Armbar),Carlos Barreto,2,2:24
Iuri Alcantara,Mario Schembri,win,AF - Amazon Fight 4,Aug / 13 / 2010,Submission (Kimura),Aldo Mondragon,3,0:28
Iuri Alcantara,Armando Gomes da Silva,win,JF - Jungle Fight 21,Jul / 31 / 2010,TKO (Punches),Carlos Barreto,1,4:01
Iuri Alcantara,Joao Paulo Rodrigues de Souza,win,IMC - Iron Man Championship 6,Jun / 10 / 2010,Submission (Armbar),N/A,1,2:11
Iuri Alcantara,Viscardi Andrade,win,JF - Jungle Fight 19,Apr / 17 / 2010,Decision (Split),Carlos Barreto,3,5:00
Iuri Alcantara,Jackson Pontes,win,IMC - Iron Man Championship 5,Mar / 11 / 2010,Submission (Triangle Armbar),Ricardo Arona,1,0:42
Iuri Alcantara,Marinho Moreira da Rocha,win,IMC - Iron Man Championship 4,Nov / 20 / 2009,Submission (Triangle Choke),N/A,1,3:40
Iuri Alcantara,Jamil Silveira da Conceicao,win,Leal Combat - Grand Prix,Nov / 05 / 2009,Submission (Triangle Choke),N/A,1,0:45
Iuri Alcantara,Francisco Silva,win,Leal Combat - Grand Prix,Nov / 05 / 2009,TKO (Knee Injury),N/A,1,2:42
Iuri Alcantara,Mauricio Reis,loss,MC - Minotauro Combat 1,Oct / 03 / 2009,Submission (Kneebar),N/A,1,0:49
Iuri Alcantara,Alexandre Alcantara,win,BOF 2 - Belem Open Fight 2,Sep / 17 / 2009,TKO (Punches),N/A,1,0:52
Iuri Alcantara,Rafael Carvalho,win,IMC - Iron Man Championship 3,Sep / 10 / 2009,TKO (Punches),N/A,1,0:00
Iuri Alcantara,Jimmy Lira Nascimento,win,Iron Man Championship - Champions,Apr / 19 / 2009,TKO (Punches),N/A,1,2:40
Iuri Alcantara,Carlos Aldenis,win,TVT - Tribus de Vale Tudo,Apr / 11 / 2009,TKO (Punches),N/A,2,3:22
Iuri Alcantara,Furdjel de Windt,win,Cage Fight Event - Rumble in the Jungle,Dec / 21 / 2008,Decision (Unanimous),N/A,3,5:00
Iuri Alcantara,Henrique Mello,loss,Fury FC - Fury Trials,May / 31 / 2008,Decision (Unanimous),N/A,2,5:00
Iuri Alcantara,Elielson Almeida,win,MF - Midway vs. Dinamite,May / 15 / 2008,Submission,N/A,1,0:00
Iuri Alcantara,Ronie Ronie,win,DFC 2 - The Lightweights,Mar / 19 / 2008,Submission (Rear Naked Choke),N/A,1,0:00
Iuri Alcantara,Andre Luis Oliveira,loss,Predador FC 4 - Kamae,Jan / 25 / 2007,TKO (Leg Injury),N/A,1,0:00
Iuri Alcantara,Rerison Araujo,win,MF - Midway Fight,Jun / 29 / 2006,Submission (Armbar),N/A,2,0:00
Iuri Alcantara,Ivanildo Nunes Santos,win,EF 2 - EcoFight 2,May / 06 / 2006,Submission (Armbar),N/A,1,0:47
Iuri Alcantara,Michel Addario Bastos,win,EF 2 - EcoFight 2,May / 06 / 2006,TKO (Punches),N/A,2,2:40
Iuri Alcantara,Rafael Addario Bastos,win,MCVT - Mega Combat Vale Tudo,Oct / 01 / 2005,KO,N/A,3,3:20
Iuri Alcantara,Renenson Greugy Costa da Silva,win,IMVT - Iron Man Vale Tudo 7,Jun / 11 / 2005,Submission (Armbar),N/A,1,0:11
Iuri Alcantara,Jose de Arimateia Mesquita dos Santos,win,DDG - Desafio de Gigantes 2,Mar / 13 / 2004,Submission (Armbar),N/A,1,2:11
Iuri Alcantara,Erlon Gabriel,win,SVT - Super Vale Tudo Ananindeua,Sep / 12 / 2003,KO (Punches),N/A,1,3:17
Ivan Shtyrkov,Murat Gugov,win,ACA 120 - Froes vs. Khasbulaev,Mar / 26 / 2021,Decision (Split),Lukasz Bosacki,3,5:00
Ivan Shtyrkov,Magomed Ismailov,loss,ACA 115 - Absolute Championship Akhmat,Dec / 13 / 2020,Decision,N/A,3,5:00
Ivan Shtyrkov,Michal Pasternak,win,RCC - Road to the PFL,Feb / 22 / 2020,Decision (Unanimous),N/A,3,5:00
Ivan Shtyrkov,Yasubey Enomoto,loss,Russian Cagefighting Championship - RCC 7,Dec / 14 / 2019,Submission (Rear-Naked choke),Michael Wachter,2,2:37
Ivan Shtyrkov,Hoon Kim,win,Rizin FF - Rizin 17,Jul / 28 / 2019,TKO (Punches),Ryogaku Wada,2,4:10
Ivan Shtyrkov,Thiago Silva,win,Russian Cagefighting Championship - RCC 5,Dec / 15 / 2018,Submission (Armbar),Marc Goddard,1,2:20
Ivan Shtyrkov,Fabio Maldonado,win,Russian Cagefighting Championship - RCC 4,Oct / 27 / 2018,TKO (Punches),Pavel Tous,2,1:23
Ivan Shtyrkov,Geronimo dos Santos,draw,RCC - Russian Cagefighting Championship 2,May / 05 / 2018,Draw,Jan Vobornik,3,5:00
Ivan Shtyrkov,Marcin Lazarz,win,Russian Cagefighting Championship - RCC 2: Battles in the Cage,Feb / 24 / 2018,Decision (Unanimous),Jan Vobornik,3,5:00
Ivan Shtyrkov,Christian M'Pumbu,win,Russian Cagefighting Championship - RCC 1: Battles in the Cage,Nov / 11 / 2017,Decision (Unanimous),Jan Vobornik,3,5:00
Ivan Shtyrkov,Satoshi Ishii,win,RCC Boxing Promotions - Russia vs. Japan,Jul / 09 / 2017,TKO (Punches),Jan Vobornik,2,3:43
Ivan Shtyrkov,Philip De Fries,win,RCC Boxing Promotions - Day of Victory 72,May / 05 / 2017,TKO (Punches and Elbows),Alexey Gerasimenko,1,1:51
Ivan Shtyrkov,Rodney Wallace,win,Titov Boxing Promotion - Shtyrkov vs. Wallace,Feb / 18 / 2017,Decision (Unanimous),N/A,3,5:00
Ivan Shtyrkov,Antonio Silva,win,Titov Boxing Promotion - Shtyrkov vs. Silva,Nov / 18 / 2016,Decision (Unanimous),Dmitry Vorotnikov,3,5:00
Ivan Shtyrkov,Ricco Rodriguez,win,Titov Boxing Promotion - Shtyrkov vs. Rodriguez,Sep / 09 / 2016,TKO (Punches),N/A,1,1:55
Ivan Shtyrkov,Georgy Sakaev,win,Titov Boxing Promotion - Big Drama Show: Shtyrkov vs. Sakaev,Jul / 09 / 2016,TKO (Punches),Dmitry Vorotnikov,1,1:08
Ivan Shtyrkov,Jeff Monson,win,Titov Boxing Promotion - Monson vs. Shtyrkov,May / 06 / 2016,Submission (Armbar),Dmitry Vorotnikov,1,0:31
Ivan Shtyrkov,Abylkasym Yakubov,win,Titov Boxing Promotion - Shtyrkov vs. Yakubov,Dec / 17 / 2015,Submission (Scarf Hold Armlock),Dmitry Vorotnikov,1,1:46
Ivan Shtyrkov,Nikolay Rachek,win,Titov Boxing Promotion - Shtyrkov vs. Rachek,Nov / 13 / 2015,Submission (Heel Hook),N/A,2,2:54
Ivan Shtyrkov,Konstantin Andreitsev,win,Titov Boxing Promotion - Kafarov vs. Dovlatov,Sep / 26 / 2015,Submission (Armbar),Dmitry Vorotnikov,1,1:37
Ivan Shtyrkov,Vitaly Oparin,win,Titov Boxing Promotion - Dovlatov vs. Golubtsov,Jun / 12 / 2015,TKO (Punches),Dmitry Vorotnikov,1,1:01
J.C. Cottrell,Jason Gonzalez,loss,UFC on Fox 23 - Shevchenko vs. Pena,Jan / 28 / 2017,Submission (Brabo Choke),Tim Mills,1,3:54
J.C. Cottrell,Michel Prazeres,loss,UFC on Fox 20 - Holm vs. Shevchenko,Jul / 23 / 2016,Decision (Unanimous),Rob Madrigal,3,5:00
J.C. Cottrell,Cody Walker,win,LFC 56 - Legacy Fighting Championship 56,Jun / 24 / 2016,Decision (Unanimous),Steve Armstrong,3,5:00
J.C. Cottrell,Ed Cline Jr.,win,LFC 45 - Legacy Fighting Championship 45,Sep / 11 / 2015,Submission (Rear-Naked Choke),Don Turnage,1,1:18
J.C. Cottrell,Rocky Long,win,HD Boxing - Rampage at Remington,Jun / 13 / 2015,Submission,Mark Carter,1,0:47
J.C. Cottrell,Jonathan Gary,win,Bellator MMA - Bellator 128,Oct / 10 / 2014,Submission (Guillotine Choke),Kerry Hatley,2,3:38
